trade_date,stock_code,model_pred
2021-01-04,000779,-0.23845541
2021-01-04,000789,-0.319445
2021-01-04,000795,-0.27849472
2021-01-04,000799,-2.1126866
2021-01-04,000807,-1.1231408
2021-01-04,000812,-1.749084
2021-01-04,000818,-0.20195459
2021-01-04,000823,-0.23309726
2021-01-04,000829,-0.24284957
2021-01-04,000836,-0.067586854
2021-01-04,000850,-0.6495042
2021-01-04,000858,0.07612342
2021-01-04,000862,-1.1361444
2021-01-04,000876,-1.087524
2021-01-04,000882,-0.3027491
2021-01-04,000887,-0.46765584
2021-01-04,000895,-0.1849952
2021-01-04,000901,-0.25819135
2021-01-04,000906,-0.2128734
2021-01-04,000911,-0.4884325
2021-01-04,000918,0.40043908
2021-01-04,000922,-1.6422689
2021-01-04,000927,-0.21766008
2021-01-04,000931,0.13927329
2021-01-04,000936,-0.012788463
2021-01-04,000949,-0.0025222152
2021-01-04,000955,-1.348664
2021-01-04,000960,-1.2556567
2021-01-04,000965,-1.4103122
2021-01-04,000969,-0.15435815
2021-01-04,000976,-0.13841626
2021-01-04,000985,0.061333302
2021-01-04,000990,0.3804077
2021-01-04,000998,-1.4343064
2021-01-04,001896,-2.911406
2021-01-04,002001,-0.13774452
2021-01-04,002006,-0.7957996
2021-01-04,002010,0.16985625
2021-01-04,002014,0.112988405
2021-01-04,002019,0.0710727
2021-01-04,002024,0.3969922
2021-01-04,002028,-0.3266656
2021-01-04,002032,-0.61062443
2021-01-04,002036,-0.36062744
2021-01-04,002040,-0.23698752
2021-01-04,002044,0.29177073
2021-01-04,002048,-0.5190794
2021-01-04,002053,-0.31742698
2021-01-04,002057,-0.30808172
2021-01-04,002061,0.08310245
2021-01-04,002065,0.12583596
2021-01-04,002073,-0.08396206
2021-01-04,002079,-0.18244185
2021-01-04,002084,0.475317
2021-01-04,002091,-0.8094715
2021-01-04,002095,0.4999133
2021-01-04,002099,-0.12819657
2021-01-04,002104,-0.4743465
2021-01-04,002108,-2.0145144
2021-01-04,002112,-0.4904082
2021-01-04,002117,0.27620685
2021-01-04,002123,0.6972581
2021-01-04,002127,1.2638264
2021-01-04,002131,-0.48571676
2021-01-04,002135,0.38986713
2021-01-04,002139,-0.4627267
2021-01-04,002144,0.04412532
2021-01-04,002149,-3.091162
2021-01-04,002153,-0.20439008
2021-01-04,002157,-1.0012417
2021-01-04,002161,0.17204204
2021-01-04,002166,-0.7905215
2021-01-04,002170,-2.5692723
2021-01-04,002177,-0.9440353
2021-01-04,002181,0.25314593
2021-01-04,002185,-0.61123586
2021-01-04,002190,-0.54735255
2021-01-04,002196,-1.5460861
2021-01-04,002202,-1.0189352
2021-01-04,002206,-0.22902419
2021-01-04,002212,0.41219866
2021-01-04,002216,0.2822668
2021-01-04,002223,-0.10398404
2021-01-04,002227,0.36500478
2021-01-04,002231,0.25318593
2021-01-04,002235,0.092607856
2021-01-04,002239,-1.1831443
2021-01-04,002243,-0.12647286
2021-01-04,002248,-0.11434722
2021-01-04,002252,0.194839
2021-01-04,002261,-0.67021084
2021-01-04,002266,-0.6188004
2021-01-04,002270,0.04498662
2021-01-04,002274,-0.6351128
2021-01-04,002278,-0.3270063
2021-01-04,002283,0.05200103
2021-01-04,002287,0.2367238
2021-01-04,002293,0.011028937
2021-01-04,002297,-0.36067444
2021-01-04,002301,0.33290306
2021-01-04,002305,-0.3482799
2021-01-04,002310,0.27574825
2021-01-04,002314,-0.91938734
2021-01-04,002320,-0.37286386
2021-01-04,002327,-0.19906701
2021-01-04,002331,-0.034058608
2021-01-04,002337,-0.23666732
2021-01-04,002342,-1.2889131
2021-01-04,002346,0.4641975
2021-01-04,002350,-1.0174603
2021-01-04,002355,0.5168961
2021-01-04,002361,-2.6941056
2021-01-04,002365,-0.041318435
2021-01-04,002371,-1.2337793
2021-01-04,002375,0.3546195
2021-01-04,002379,0.036759168
2021-01-04,002384,-1.0977584
2021-01-04,002388,0.13768789
2021-01-04,002392,-0.13844743
2021-01-04,002396,0.023112075
2021-01-04,002400,-0.1680122
2021-01-04,002404,-0.3475681
2021-01-04,002408,0.014648307
2021-01-04,002414,-0.56710684
2021-01-04,002421,-0.17837408
2021-01-04,002425,-0.026373912
2021-01-04,002431,-0.032643896
2021-01-04,002436,0.3627821
2021-01-04,002440,-0.054772485
2021-01-04,002446,-0.20054476
2021-01-04,002452,0.13088621
2021-01-04,002456,0.08002565
2021-01-04,002460,-1.7313683
2021-01-04,002465,-0.58785045
2021-01-04,002472,-0.7858281
2021-01-04,002479,0.08665622
2021-01-04,002483,0.08298322
2021-01-04,002487,-0.81816834
2021-01-04,002491,0.16234234
2021-01-04,002495,-0.23822962
2021-01-04,002503,-0.38158947
2021-01-04,002507,-0.77053726
2021-01-04,002512,0.44511807
2021-01-04,002518,-0.086983725
2021-01-04,002522,-0.10330013
2021-01-04,002527,-0.3266331
2021-01-04,002532,-0.31860924
2021-01-04,002537,-0.5834626
2021-01-04,002541,-0.0058832616
2021-01-04,002545,-0.9704685
2021-01-04,002549,-0.76526296
2021-01-04,002553,-1.181233
2021-01-04,002557,-0.13251147
2021-01-04,002561,0.084806755
2021-01-04,002565,-0.2703014
2021-01-04,002570,-1.242229
2021-01-04,002576,-0.2351883
2021-01-04,002580,-1.1418716
2021-01-04,002585,0.15704325
2021-01-04,002590,-0.3422561
2021-01-04,002595,-0.22510186
2021-01-04,002599,-0.17397696
2021-01-04,002603,-0.5086292
2021-01-04,002608,-0.17061117
2021-01-04,002614,-0.77027893
2021-01-04,002618,0.4224676
2021-01-04,002623,-1.5870727
2021-01-04,002627,-0.35267726
2021-01-04,002632,-0.5114295
2021-01-04,002637,-0.40084183
2021-01-04,002642,0.098350555
2021-01-04,002646,-0.9962571
2021-01-04,002651,-1.4079447
2021-01-04,002657,0.43666533
2021-01-04,002661,-0.03436231
2021-01-04,002665,0.2328558
2021-01-04,002669,-0.41607773
2021-01-04,002674,1.0232308
2021-01-04,002678,-0.036733907
2021-01-04,002685,0.13591537
2021-01-04,002689,0.22888818
2021-01-04,002696,-0.19312239
2021-01-04,002702,-0.33648497
2021-01-04,002707,0.41089606
2021-01-04,002713,-0.32609445
2021-01-04,002718,-0.58295846
2021-01-04,002724,-0.36583152
2021-01-04,002728,0.051345587
2021-01-04,002732,-0.038662206
2021-01-04,002736,-0.25987953
2021-01-04,002743,0.068907455
2021-01-04,002748,0.05205025
2021-01-04,002752,-0.47321033
2021-01-04,002757,0.24512047
2021-01-04,002761,0.16637298
2021-01-04,002767,0.32232255
2021-01-04,002772,-0.9262959
2021-01-04,002776,0.08542487
2021-01-04,002780,-0.9083903
2021-01-04,002785,-0.20054904
2021-01-04,002789,0.13565934
2021-01-04,002793,-0.054015875
2021-01-04,002798,-0.16991153
2021-01-04,002802,0.21569356
2021-01-04,002808,0.20736054
2021-01-04,002812,-1.903626
2021-01-04,002817,-0.23568304
2021-01-04,002821,-0.18685293
2021-01-04,002825,0.25206035
2021-01-04,002829,-0.73907197
2021-01-04,002833,-0.9989718
2021-01-04,002838,-0.636322
2021-01-04,002842,-0.28458494
2021-01-04,002847,0.118860535
2021-01-04,002851,-0.39182886
2021-01-04,002856,-0.16295491
2021-01-04,002860,-0.3252144
2021-01-04,002864,0.21547498
2021-01-04,002868,-0.29760507
2021-01-04,002873,-0.11202827
2021-01-04,002878,0.36423922
2021-01-04,002882,0.23104347
2021-01-04,002886,0.26403964
2021-01-04,002890,-1.0636692
2021-01-04,002895,0.34714466
2021-01-04,002899,0.18494013
2021-01-04,002903,0.18332791
2021-01-04,002908,0.5136751
2021-01-04,002912,0.23236716
2021-01-04,002919,0.15218411
2021-01-04,002928,0.15345435
2021-01-04,002933,-0.39236638
2021-01-04,002939,0.33176178
2021-01-04,002946,-0.56334615
2021-01-04,002950,-0.77186286
2021-01-04,002957,0.3806994
2021-01-04,002962,0.34073088
2021-01-04,002970,0.3713375
2021-01-04,002975,-0.84910756
2021-01-04,002979,0.30902064
2021-01-04,002983,0.27515763
2021-01-04,002987,0.5571834
2021-01-04,002991,-0.15839139
2021-01-04,002996,-1.3275003
2021-01-04,003000,0.34202132
2021-01-04,003005,0.3755417
2021-01-04,003009,-1.1348728
2021-01-04,003013,0.5305467
2021-01-04,003018,0.32705325
2021-01-04,300002,0.3057157
2021-01-04,300007,-0.19373307
2021-01-04,300011,-0.4421867
2021-01-04,300015,-0.06863279
2021-01-04,300019,-0.07717901
2021-01-04,300023,0.26834458
2021-01-04,300030,-0.29465657
2021-01-04,300034,-1.7090296
2021-01-04,300038,0.8622233
2021-01-04,300042,0.33316237
2021-01-04,300047,-0.053384114
2021-01-04,300052,0.3072999
2021-01-04,300057,-0.16620722
2021-01-04,300062,-0.04016666
2021-01-04,300067,0.091791525
2021-01-04,300072,0.2751025
2021-01-04,300076,0.2533386
2021-01-04,300080,-1.5518388
2021-01-04,300084,0.16732562
2021-01-04,300088,0.062409066
2021-01-04,300096,0.025564846
2021-01-04,300100,0.054257482
2021-01-04,300105,-0.37755346
2021-01-04,300109,0.06128636
2021-01-04,300113,-0.6353611
2021-01-04,300119,0.2991374
2021-01-04,300123,-0.38399398
2021-01-04,300127,-0.37451798
2021-01-04,300132,0.45487818
2021-01-04,300136,-0.44275963
2021-01-04,300141,0.40026307
2021-01-04,300145,-0.20283951
2021-01-04,300150,-0.21797352
2021-01-04,300155,0.051177412
2021-01-04,300162,0.4783607
2021-01-04,300169,-0.37280798
2021-01-04,300173,-0.32245615
2021-01-04,300179,-0.41946325
2021-01-04,300183,0.21510461
2021-01-04,300188,-0.46822092
2021-01-04,300192,0.39514378
2021-01-04,300196,-0.8194729
2021-01-04,300200,-0.051217973
2021-01-04,300204,0.050900895
2021-01-04,300208,-1.5868232
2021-01-04,300212,-0.67451733
2021-01-04,300217,-1.3122572
2021-01-04,300221,-2.5154314
2021-01-04,300225,0.024648406
2021-01-04,300229,0.30305567
2021-01-04,300233,0.62375337
2021-01-04,300237,-0.08317678
2021-01-04,300241,0.23480713
2021-01-04,300245,0.14398813
2021-01-04,300249,-1.0859308
2021-01-04,300253,0.029419247
2021-01-04,300258,0.012114931
2021-01-04,300263,0.12543367
2021-01-04,300267,0.22676526
2021-01-04,300271,-0.20735604
2021-01-04,300275,-0.54270816
2021-01-04,300280,0.31767118
2021-01-04,300284,0.17433369
2021-01-04,300288,0.04127785
2021-01-04,300292,0.22452885
2021-01-04,300296,-0.38573325
2021-01-04,300301,-0.17513642
2021-01-04,300305,0.040612873
2021-01-04,300309,-0.02586636
2021-01-04,300315,0.22392158
2021-01-04,300319,-0.018772049
2021-01-04,300323,-0.34002146
2021-01-04,300327,-0.37818986
2021-01-04,300331,0.09636943
2021-01-04,300335,-1.0810883
2021-01-04,300339,0.20977952
2021-01-04,300344,0.17957959
2021-01-04,300348,-0.41366604
2021-01-04,300352,0.12380223
2021-01-04,300356,0.14700496
2021-01-04,300360,-0.046170697
2021-01-04,300368,-0.38357058
2021-01-04,300374,-0.32919592
2021-01-04,300379,-1.6321456
2021-01-04,300383,0.2612637
2021-01-04,300387,0.07502371
2021-01-04,300392,-0.208263
2021-01-04,300396,-0.3457168
2021-01-04,300400,-0.15744054
2021-01-04,300404,-0.12570442
2021-01-04,300408,-1.4399425
2021-01-04,300414,-0.06719142
2021-01-04,300418,0.20213583
2021-01-04,300422,-0.70590544
2021-01-04,300426,-0.014023319
2021-01-04,300430,0.5299643
2021-01-04,300435,-0.17657572
2021-01-04,300439,0.30609065
2021-01-04,300443,-0.7961615
2021-01-04,300448,0.4398744
2021-01-04,300452,0.13340077
2021-01-04,300456,0.2373663
2021-01-04,300462,0.3342545
2021-01-04,300466,-0.28495762
2021-01-04,300470,0.32835567
2021-01-04,300474,-1.7281526
2021-01-04,300479,0.53012204
2021-01-04,300483,-0.024858547
2021-01-04,300487,0.14123045
2021-01-04,300491,0.6455639
2021-01-04,300495,-0.092530295
2021-01-04,300499,-0.49741402
2021-01-04,300503,-0.02963762
2021-01-04,300507,0.36471978
2021-01-04,300511,-0.9608488
2021-01-04,300515,0.208035
2021-01-04,300520,0.12565798
2021-01-04,300525,0.023573486
2021-01-04,300530,-0.60383654
2021-01-04,300534,0.11577481
2021-01-04,300538,-0.81435204
2021-01-04,300543,0.21880326
2021-01-04,300548,-0.36956477
2021-01-04,300552,-0.8862365
2021-01-04,300556,0.1821585
2021-01-04,300560,-0.06774751
2021-01-04,300565,0.32172185
2021-01-04,300569,-0.7023076
2021-01-04,300573,0.71255666
2021-01-04,300578,-0.1562571
2021-01-04,300582,-0.061272353
2021-01-04,300586,0.1706796
2021-01-04,300590,-0.02913139
2021-01-04,300594,0.5617098
2021-01-04,300598,-0.5396814
2021-01-04,300602,0.06104942
2021-01-04,300606,0.3508867
2021-01-04,300610,0.2863887
2021-01-04,300615,0.25776303
2021-01-04,300619,0.8404575
2021-01-04,300623,-0.048145235
2021-01-04,300627,-0.33049044
2021-01-04,300631,0.3455853
2021-01-04,300635,0.13648164
2021-01-04,300639,-0.7926985
2021-01-04,300643,0.16985075
2021-01-04,300648,-2.1372027
2021-01-04,300652,0.089065485
2021-01-04,300656,0.29488266
2021-01-04,300661,-0.7449459
2021-01-04,300665,0.038790226
2021-01-04,300669,-0.014070997
2021-01-04,300673,-0.8519635
2021-01-04,300677,-0.12300952
2021-01-04,300681,0.52560997
2021-01-04,300685,-0.4820811
2021-01-04,300689,0.051199462
2021-01-04,300693,-0.43754494
2021-01-04,300697,0.17227376
2021-01-04,300701,0.512686
2021-01-04,300706,-0.0010731202
2021-01-04,300710,0.5624056
2021-01-04,300715,-0.46798933
2021-01-04,300719,0.496504
2021-01-04,300723,0.25531656
2021-01-04,300727,-0.14666983
2021-01-04,300733,-0.3990155
2021-01-04,300739,0.09019552
2021-01-04,300747,-0.56398726
2021-01-04,300753,0.18993153
2021-01-04,300758,-0.08211519
2021-01-04,300762,-1.5324066
2021-01-04,300767,-0.22488543
2021-01-04,300771,-0.03269253
2021-01-04,300776,-0.7193358
2021-01-04,300783,0.73849213
2021-01-04,300790,0.5166664
2021-01-04,300796,0.20685259
2021-01-04,300801,0.099795185
2021-01-04,300806,-0.19977379
2021-01-04,300811,-0.42570293
2021-01-04,300816,0.13499069
2021-01-04,300820,-0.9287334
2021-01-04,300825,0.49029464
2021-01-04,300829,0.43397313
2021-01-04,300833,0.36970106
2021-01-04,300838,0.7237128
2021-01-04,300842,-0.41309017
2021-01-04,300847,0.4093063
2021-01-04,300851,0.52844584
2021-01-04,300856,0.71172184
2021-01-04,300860,-0.09752099
2021-01-04,300864,-0.39212888
2021-01-04,300868,-0.51444596
2021-01-04,300872,0.23228504
2021-01-04,300877,-0.36823487
2021-01-04,300881,-0.18242264
2021-01-04,300885,0.11227223
2021-01-04,300889,-0.08054636
2021-01-04,300893,0.088898346
2021-01-04,300898,-0.0077556707
2021-01-04,300902,0.3585812
2021-01-04,300907,0.6582575
2021-01-04,302132,-0.45966357
2021-01-04,430198,-0.10805148
2021-01-04,430476,0.3674627
2021-01-04,430564,-0.009939402
2021-01-04,600006,-1.5972295
2021-01-04,600010,-0.36207247
2021-01-04,600017,0.0918518
2021-01-04,600021,-0.20158994
2021-01-04,600026,-0.37192228
2021-01-04,600031,-0.12360698
2021-01-04,600037,-0.14637712
2021-01-04,600050,-0.20244615
2021-01-04,600054,0.0027858652
2021-01-04,600058,-0.41321146
2021-01-04,600062,-0.02007202
2021-01-04,600067,-0.002175182
2021-01-04,600072,-0.53268254
2021-01-04,600077,0.44428632
2021-01-04,600082,-0.08137779
2021-01-04,600093,0.22789314
2021-01-04,600097,-0.56199545
2021-01-04,600103,-0.16395718
2021-01-04,600107,-0.4996082
2021-01-04,600111,-0.559728
2021-01-04,600116,-0.30226123
2021-01-04,600121,-1.9146321
2021-01-04,600127,-2.27494
2021-01-04,600131,0.1368636
2021-01-04,600136,0.06974174
2021-01-04,600148,-0.57441473
2021-01-04,600153,0.025117459
2021-01-04,600159,-0.13252237
2021-01-04,600163,-2.004442
2021-01-04,600168,-0.060204662
2021-01-04,600172,-0.18018328
2021-01-04,600178,0.32921946
2021-01-04,600185,0.56656164
2021-01-04,600189,-2.5741234
2021-01-04,600195,-0.12593903
2021-01-04,600199,-1.8109112
2021-01-04,600203,-0.31226274
2021-01-04,600210,-0.10168688
2021-01-04,600217,-0.71890354
2021-01-04,600221,-0.23054664
2021-01-04,600229,0.018153068
2021-01-04,600233,0.2634794
2021-01-04,600239,0.43949705
2021-01-04,600250,-0.23856552
2021-01-04,600257,-1.1165042
2021-01-04,600261,-0.40690368
2021-01-04,600268,-0.9234426
2021-01-04,600276,0.36650252
2021-01-04,600281,0.20752129
2021-01-04,600285,-0.0441693
2021-01-04,600292,-0.6328341
2021-01-04,600298,0.022914581
2021-01-04,600307,-0.83789617
2021-01-04,600312,-0.6159352
2021-01-04,600317,0.039735235
2021-01-04,600322,-0.14602347
2021-01-04,600327,-0.14554143
2021-01-04,600332,-0.073705375
2021-01-04,600337,-0.28141695
2021-01-04,600343,-0.5894359
2021-01-04,600350,0.09234713
2021-01-04,600356,0.07732934
2021-01-04,600362,-0.9724529
2021-01-04,600369,-0.39985123
2021-01-04,600373,0.22281262
2021-01-04,600378,-0.32071975
2021-01-04,600382,-0.9472681
2021-01-04,600388,-0.31974402
2021-01-04,600392,-0.22447777
2021-01-04,600398,-0.087413
2021-01-04,600406,0.4273102
2021-01-04,600418,-1.58254
2021-01-04,600425,-0.6810136
2021-01-04,600433,-0.60658324
2021-01-04,600439,0.41322482
2021-01-04,600449,-0.09393284
2021-01-04,600459,-0.81617856
2021-01-04,600466,0.16419107
2021-01-04,600475,-0.17137185
2021-01-04,600479,-0.17384583
2021-01-04,600483,-0.059968624
2021-01-04,600489,-0.051298004
2021-01-04,600496,-0.1460607
2021-01-04,600500,-0.5207839
2021-01-04,600505,-0.5759486
2021-01-04,600510,0.03958153
2021-01-04,600515,-0.22516286
2021-01-04,600521,-0.15069416
2021-01-04,600527,-0.61224806
2021-01-04,600533,-0.37683952
2021-01-04,600538,0.23114821
2021-01-04,600547,0.22321942
2021-01-04,600551,0.05374167
2021-01-04,600558,-0.18195553
2021-01-04,600563,-0.93228674
2021-01-04,600569,-1.5511112
2021-01-04,600573,-1.5073178
2021-01-04,600578,-0.38853374
2021-01-04,600582,-0.38770777
2021-01-04,600586,-0.6775228
2021-01-04,600592,-0.06618306
2021-01-04,600598,-0.59694743
2021-01-04,600603,0.043815013
2021-01-04,600609,-0.4263528
2021-01-04,600615,-0.07823533
2021-01-04,600619,-1.0028956
2021-01-04,600623,-0.19828847
2021-01-04,600629,-0.10216108
2021-01-04,600636,-0.33368027
2021-01-04,600641,-0.08875643
2021-01-04,600645,-0.12778804
2021-01-04,600650,0.09332829
2021-01-04,600658,0.12754314
2021-01-04,600664,-0.20511033
2021-01-04,600673,-0.19064808
2021-01-04,600678,-0.69585496
2021-01-04,600686,-0.8745233
2021-01-04,600692,-0.1009854
2021-01-04,600697,-0.412145
2021-01-04,600705,-0.44264844
2021-01-04,600710,-0.029865466
2021-01-04,600714,-0.45094782
2021-01-04,600718,0.034681775
2021-01-04,600723,0.22538579
2021-01-04,600728,0.37896323
2021-01-04,600732,-0.50288856
2021-01-04,600737,-0.32100236
2021-01-04,600741,-0.6691364
2021-01-04,600745,0.1416757
2021-01-04,600750,-0.09011819
2021-01-04,600755,-0.0888699
2021-01-04,600760,-1.7916427
2021-01-04,600765,-1.4647042
2021-01-04,600773,-1.9014664
2021-01-04,600777,-0.23723611
2021-01-04,600783,0.13103977
2021-01-04,600789,-0.984354
2021-01-04,600793,0.040334575
2021-01-04,600798,-1.4338031
2021-01-04,600803,-0.7182965
2021-01-04,600808,-0.27951762
2021-01-04,600812,-0.47050697
2021-01-04,600820,-0.034412563
2021-01-04,600825,0.43082651
2021-01-04,600829,-0.7007617
2021-01-04,600835,-0.108269334
2021-01-04,600841,-0.27377027
2021-01-04,600847,-0.4417264
2021-01-04,600853,0.3101629
2021-01-04,600859,-0.2114837
2021-01-04,600864,-1.6394997
2021-01-04,600868,-1.0047147
2021-01-04,600873,-0.19299348
2021-01-04,600879,-1.2155513
2021-01-04,600883,-0.33207807
2021-01-04,600887,-0.9859251
2021-01-04,600893,-2.1022024
2021-01-04,600897,0.058584515
2021-01-04,600908,-0.20467763
2021-01-04,600919,-0.13594732
2021-01-04,600933,0.13355094
2021-01-04,600958,0.20853004
2021-01-04,600962,-1.5197332
2021-01-04,600967,-1.1456432
2021-01-04,600971,-1.4741951
2021-01-04,600977,0.17073518
2021-01-04,600982,-1.7758824
2021-01-04,600987,0.034477063
2021-01-04,600992,-0.48933017
2021-01-04,600997,-0.64743036
2021-01-04,601002,0.06590475
2021-01-04,601007,0.35705242
2021-01-04,601012,-1.6411248
2021-01-04,601019,0.3879562
2021-01-04,601038,-0.9847224
2021-01-04,601069,0.2472539
2021-01-04,601098,0.019758683
2021-01-04,601107,0.13318543
2021-01-04,601117,0.38520607
2021-01-04,601128,-0.52303076
2021-01-04,601155,-0.07796762
2021-01-04,601166,-0.036142014
2021-01-04,601186,-0.0722601
2021-01-04,601199,0.018927805
2021-01-04,601212,0.2724265
2021-01-04,601226,-0.7105173
2021-01-04,601236,-1.189289
2021-01-04,601318,0.058705732
2021-01-04,601330,0.087056845
2021-01-04,601360,0.036500286
2021-01-04,601375,-2.6325707
2021-01-04,601398,0.15646757
2021-01-04,601515,-0.01059401
2021-01-04,601566,0.14700006
2021-01-04,601588,0.001941042
2021-01-04,601600,-0.3397283
2021-01-04,601608,-0.612665
2021-01-04,601616,-0.1900551
2021-01-04,601633,-1.2294155
2021-01-04,601668,-0.16961832
2021-01-04,601688,-0.13398917
2021-01-04,601699,-0.5219374
2021-01-04,601718,-0.46335438
2021-01-04,601788,0.05773589
2021-01-04,601800,-0.0524104
2021-01-04,601816,0.06817045
2021-01-04,601838,0.177335
2021-01-04,601865,-1.7836645
2021-01-04,601877,-0.50310284
2021-01-04,601882,0.02123003
2021-01-04,601898,-0.07829157
2021-01-04,601908,-1.8285675
2021-01-04,601929,-0.0592188
2021-01-04,601952,-0.1585716
2021-01-04,601968,0.23719415
2021-01-04,601989,0.16790108
2021-01-04,601995,-0.5655489
2021-01-04,603000,0.049323615
2021-01-04,603006,-1.1875068
2021-01-04,603010,-0.5587888
2021-01-04,603016,0.12017179
2021-01-04,603020,-0.09844132
2021-01-04,603025,-2.60216
2021-01-04,603030,0.13552663
2021-01-04,603035,-0.29282343
2021-01-04,603039,0.037276916
2021-01-04,603043,0.29300392
2021-01-04,603056,-0.4501193
2021-01-04,603066,-0.42425305
2021-01-04,603076,-0.72458786
2021-01-04,603081,0.41280398
2021-01-04,603087,-1.0428772
2021-01-04,603095,0.11527039
2021-01-04,603100,-0.15742283
2021-01-04,603106,0.4757228
2021-01-04,603112,0.066011235
2021-01-04,603118,0.34087795
2021-01-04,603127,0.15578139
2021-01-04,603133,0.28107733
2021-01-04,603155,0.104545586
2021-01-04,603160,0.4264005
2021-01-04,603167,-0.13735867
2021-01-04,603178,-0.28882203
2021-01-04,603183,-0.23237985
2021-01-04,603189,0.5059025
2021-01-04,603198,-0.68249094
2021-01-04,603208,-0.45132104
2021-01-04,603220,0.42927524
2021-01-04,603225,-0.85549116
2021-01-04,603229,0.3318193
2021-01-04,603238,0.22447883
2021-01-04,603259,0.113006674
2021-01-04,603268,-0.30882952
2021-01-04,603283,-0.4757259
2021-01-04,603290,-0.5440523
2021-01-04,603300,-0.07913102
2021-01-04,603306,-0.27141067
2021-01-04,603313,-1.4440573
2021-01-04,603318,-0.4279904
2021-01-04,603322,-0.1383617
2021-01-04,603328,0.21000952
2021-01-04,603335,-0.09671515
2021-01-04,603339,-0.83847594
2021-01-04,603353,-0.8411445
2021-01-04,603359,0.1732999
2021-01-04,603366,-0.2686737
2021-01-04,603377,0.28194502
2021-01-04,603383,-0.04802278
2021-01-04,603388,-0.14424473
2021-01-04,603398,0.24805298
2021-01-04,603421,0.19899243
2021-01-04,603456,-1.5428916
2021-01-04,603488,0.14989616
2021-01-04,603500,0.25473043
2021-01-04,603508,0.040345483
2021-01-04,603519,-0.34766224
2021-01-04,603535,0.24805145
2021-01-04,603556,0.30768204
2021-01-04,603565,-0.5653524
2021-01-04,603569,-0.24201185
2021-01-04,603580,0.46118915
2021-01-04,603587,-0.16274741
2021-01-04,603595,-0.11806429
2021-01-04,603600,0.17179832
2021-01-04,603606,-0.66868365
2021-01-04,603610,0.08955307
2021-01-04,603615,0.19316895
2021-01-04,603626,0.24872854
2021-01-04,603636,0.20530272
2021-01-04,603648,0.11941785
2021-01-04,603658,0.6155088
2021-01-04,603662,-0.40923327
2021-01-04,603667,0.3455912
2021-01-04,603677,0.47414243
2021-01-04,603682,0.015713595
2021-01-04,603688,-0.89064443
2021-01-04,603696,-0.34516442
2021-01-04,603700,-0.24302077
2021-01-04,603708,-0.105468854
2021-01-04,603716,0.34332237
2021-01-04,603721,0.26435333
2021-01-04,603727,0.16644427
2021-01-04,603737,0.3952846
2021-01-04,603757,0.14926697
2021-01-04,603768,0.24403587
2021-01-04,603778,0.07560046
2021-01-04,603789,-0.18119574
2021-01-04,603800,-0.13711935
2021-01-04,603808,-0.17402203
2021-01-04,603813,0.15505823
2021-01-04,603818,0.29406452
2021-01-04,603826,0.164635
2021-01-04,603839,0.17843446
2021-01-04,603856,-0.58539355
2021-01-04,603861,0.27521086
2021-01-04,603869,0.1669119
2021-01-04,603878,-0.17873757
2021-01-04,603882,-0.28225505
2021-01-04,603887,0.061076965
2021-01-04,603893,-0.6252253
2021-01-04,603900,0.68006384
2021-01-04,603908,0.28117844
2021-01-04,603916,0.089602515
