# disclosure_anchor research-priority universe — v11 phase-1 candidate from the frozen public screen.
# Best attainable phase-1 candidate / still not GO; rules and hashes: watchlist-v11-manifest.json.
# Threshold outcome, not forced fill; blank optional fields inherit global defaults.
security_code,exchange,status,joined_date,lookback_days,sync_frequency,process_classes,note
603733,SSE,active,2026-08-23,,,,仙鹤股份有限公司
301000,SZSE,active,2026-08-23,,,,上海肇民新材料科技股份有限公司
002468,SZSE,active,2026-08-23,,,,申通快递股份有限公司
600885,SSE,active,2026-08-23,,,,宏发科技股份有限公司
300100,SZSE,active,2026-08-23,,,,双林股份有限公司
603337,SSE,active,2026-08-23,,,,杰克科技股份有限公司
002011,SZSE,active,2026-08-23,,,,浙江盾安人工环境股份有限公司
603090,SSE,active,2026-08-23,,,,无锡宏盛换热器制造股份有限公司
002249,SZSE,active,2026-08-23,,,,中山大洋电机股份有限公司
600578,SSE,active,2026-08-23,,,,北京京能电力股份有限公司
300623,SZSE,active,2026-08-23,,,,江苏捷捷微电子股份有限公司
000422,SZSE,active,2026-08-23,,,,湖北宜化化工股份有限公司
688087,SSE,active,2026-08-23,,,,英科再生资源股份有限公司
603809,SSE,active,2026-08-23,,,,成都豪能科技股份有限公司
002946,SZSE,active,2026-08-23,,,,新希望乳业股份有限公司
603786,SSE,active,2026-08-23,,,,科博达技术股份有限公司
301175,SZSE,active,2026-08-23,,,,北京中科润宇环保科技股份有限公司
300693,SZSE,active,2026-08-23,,,,深圳市盛弘电气股份有限公司
300488,SZSE,active,2026-08-23,,,,恒锋工具股份有限公司
002315,SZSE,active,2026-08-23,,,,焦点科技股份有限公司
002517,SZSE,active,2026-08-23,,,,恺英网络股份有限公司
600595,SSE,active,2026-08-23,,,,河南中孚实业股份有限公司
000333,SZSE,active,2026-08-23,,,,美的集团股份有限公司
688625,SSE,active,2026-08-23,,,,呈和科技股份有限公司
002668,SZSE,active,2026-08-23,,,,广东TCL智慧家电股份有限公司
603288,SSE,active,2026-08-23,,,,佛山市海天调味食品股份有限公司
688128,SSE,active,2026-08-23,,,,中国电器科学研究院股份有限公司
001309,SZSE,active,2026-08-23,,,,深圳市德明利技术股份有限公司
301026,SZSE,active,2026-08-23,,,,徐州浩通新材料科技集团股份有限公司
002345,SZSE,active,2026-08-23,,,,广东潮宏基实业股份有限公司
300644,SZSE,active,2026-08-23,,,,南京聚隆科技股份有限公司
603163,SSE,active,2026-08-23,,,,圣晖系统集成集团股份有限公司
688138,SSE,active,2026-08-23,,,,深圳清溢光电股份有限公司
300442,SZSE,active,2026-08-23,,,,润泽智算科技集团股份有限公司
688059,SSE,active,2026-08-23,,,,株洲华锐精密工具股份有限公司
600861,SSE,active,2026-08-23,,,,北京国际人力资本集团股份有限公司
002941,SZSE,active,2026-08-23,,,,新疆交通建设集团股份有限公司
301297,SZSE,active,2026-08-23,,,,安徽富乐德科技发展股份有限公司
300976,SZSE,active,2026-08-23,,,,东莞市达瑞电子股份有限公司
300731,SZSE,active,2026-08-23,,,,深圳科创新源新材料股份有限公司
300850,SZSE,active,2026-08-23,,,,洛阳新强联回转支承股份有限公司
301215,SZSE,active,2026-08-23,,,,中汽研汽车试验场股份有限公司
301282,SZSE,active,2026-08-23,,,,金禄电子科技股份有限公司
688160,SSE,active,2026-08-23,,,,上海步科自动化股份有限公司
002364,SZSE,active,2026-08-23,,,,杭州中恒电气股份有限公司
601601,SSE,active,2026-08-23,,,,中国太平洋保险(集团)股份有限公司
300995,SZSE,active,2026-08-23,,,,广东奇德新材料股份有限公司
300221,SZSE,active,2026-08-23,,,,广东银禧科技股份有限公司
001283,SZSE,active,2026-08-23,,,,深圳市豪鹏科技股份有限公司
601579,SSE,active,2026-08-23,,,,会稽山绍兴酒股份有限公司
300263,SZSE,active,2026-08-23,,,,隆华科技集团(洛阳)股份有限公司
300727,SZSE,active,2026-08-23,,,,宁波润禾高新材料科技股份有限公司
300905,SZSE,active,2026-08-23,,,,苏州宝丽迪材料科技股份有限公司
600179,SSE,active,2026-08-23,,,,安通控股股份有限公司
002119,SZSE,active,2026-08-23,,,,宁波康强电子股份有限公司
603009,SSE,active,2026-08-23,,,,上海北特科技集团股份有限公司
300113,SZSE,active,2026-08-23,,,,杭州顺网科技股份有限公司
300702,SZSE,active,2026-08-23,,,,浙江天宇药业股份有限公司
000528,SZSE,active,2026-08-23,,,,广西柳工机械股份有限公司
300557,SZSE,active,2026-08-23,,,,武汉理工光科股份有限公司
301199,SZSE,active,2026-08-23,,,,迈赫机器人自动化股份有限公司
002454,SZSE,active,2026-08-23,,,,上海加冷松芝汽车空调股份有限公司
600210,SSE,active,2026-08-23,,,,上海紫江企业集团股份有限公司
601236,SSE,active,2026-08-23,,,,红塔证券股份有限公司
300681,SZSE,active,2026-08-23,,,,珠海英搏尔电气股份有限公司
688307,SSE,active,2026-08-23,,,,嘉兴中润光学科技股份有限公司
300153,SZSE,active,2026-08-23,,,,上海科泰电源股份有限公司
000783,SZSE,active,2026-08-23,,,,长江证券股份有限公司
300484,SZSE,active,2026-08-23,,,,深圳市蓝海华腾技术股份有限公司
601901,SSE,active,2026-08-23,,,,方正证券股份有限公司
002926,SZSE,active,2026-08-23,,,,华西证券股份有限公司
301022,SZSE,active,2026-08-23,,,,青岛海泰科模塑科技股份有限公司
600369,SSE,active,2026-08-23,,,,西南证券股份有限公司
605389,SSE,active,2026-08-23,,,,江苏长龄液压股份有限公司
688209,SSE,active,2026-08-23,,,,深圳英集芯科技股份有限公司
600004,SSE,active,2026-08-23,,,,广州白云国际机场股份有限公司
301078,SZSE,active,2026-08-23,,,,孩子王数智科技股份有限公司
003017,SZSE,active,2026-08-23,,,,浙江大洋生物科技集团股份有限公司
000977,SZSE,active,2026-08-23,,,,浪潮电子信息产业股份有限公司
002683,SZSE,active,2026-08-23,,,,广东宏大控股集团股份有限公司
603228,SSE,active,2026-08-23,,,,深圳市景旺电子股份有限公司
601058,SSE,active,2026-08-23,,,,赛轮集团股份有限公司
300628,SZSE,active,2026-08-23,,,,厦门亿联网络技术股份有限公司
300547,SZSE,active,2026-08-23,,,,四川川环科技股份有限公司
688100,SSE,active,2026-08-23,,,,威胜信息技术股份有限公司
002594,SZSE,active,2026-08-23,,,,比亚迪股份有限公司
300508,SZSE,active,2026-08-23,,,,上海维宏电子科技股份有限公司
001207,SZSE,active,2026-08-23,,,,山东联科科技股份有限公司
603050,SSE,active,2026-08-23,,,,石家庄科林电气股份有限公司
601600,SSE,active,2026-08-23,,,,中国铝业股份有限公司
002600,SZSE,active,2026-08-23,,,,广东领益智造股份有限公司
603662,SSE,active,2026-08-23,,,,宁波柯力传感科技股份有限公司
300680,SZSE,active,2026-08-23,,,,无锡隆盛科技股份有限公司
002311,SZSE,active,2026-08-23,,,,广东海大集团股份有限公司
002611,SZSE,active,2026-08-23,,,,广东东方精工科技股份有限公司
000603,SZSE,active,2026-08-23,,,,盛达金属资源股份有限公司
002299,SZSE,active,2026-08-23,,,,福建圣农发展股份有限公司
600388,SSE,active,2026-08-23,,,,紫金龙净环保新能源股份有限公司
000729,SZSE,active,2026-08-23,,,,北京燕京啤酒股份有限公司
002206,SZSE,active,2026-08-23,,,,浙江海利得新材料股份有限公司
002823,SZSE,active,2026-08-23,,,,深圳市凯中精密技术股份有限公司
603856,SSE,active,2026-08-23,,,,山东东宏管业股份有限公司
688195,SSE,active,2026-08-23,,,,腾景科技股份有限公司
301023,SZSE,active,2026-08-23,,,,无锡江南奕帆电力传动科技股份有限公司
002950,SZSE,active,2026-08-23,,,,奥美医疗用品股份有限公司
603737,SSE,active,2026-08-23,,,,三棵树涂料股份有限公司
601216,SSE,active,2026-08-23,,,,内蒙古君正能源化工集团股份有限公司
688111,SSE,active,2026-08-23,,,,北京金山办公软件股份有限公司
605580,SSE,active,2026-08-23,,,,恒盛能源股份有限公司
600406,SSE,active,2026-08-23,,,,国电南瑞科技股份有限公司
688314,SSE,active,2026-08-23,,,,西安康拓医疗技术股份有限公司
603181,SSE,active,2026-08-23,,,,浙江皇马科技股份有限公司
300453,SZSE,active,2026-08-23,,,,江西三鑫医疗科技股份有限公司
300357,SZSE,active,2026-08-23,,,,浙江我武生物科技股份有限公司
002270,SZSE,active,2026-08-23,,,,华明电力装备股份有限公司
600993,SSE,active,2026-08-23,,,,马应龙药业集团股份有限公司
600298,SSE,active,2026-08-23,,,,安琪酵母股份有限公司
603199,SSE,active,2026-08-23,,,,安徽九华山旅游发展股份有限公司
601965,SSE,active,2026-08-23,,,,中国汽车工程研究院股份有限公司
002352,SZSE,active,2026-08-23,,,,顺丰控股股份有限公司
000920,SZSE,active,2026-08-23,,,,沃顿科技股份有限公司
300938,SZSE,active,2026-08-23,,,,深圳信测标准技术服务股份有限公司
002096,SZSE,active,2026-08-23,,,,易普力股份有限公司
600182,SSE,active,2026-08-23,,,,佳通轮胎股份有限公司
300718,SZSE,active,2026-08-23,,,,浙江长盛滑动轴承股份有限公司
601717,SSE,active,2026-08-23,,,,中创智领(郑州)工业技术集团股份有限公司
300487,SZSE,active,2026-08-23,,,,西安蓝晓科技新材料股份有限公司
301101,SZSE,active,2026-08-23,,,,明月镜片股份有限公司
603939,SSE,active,2026-08-23,,,,益丰大药房连锁股份有限公司
301280,SZSE,active,2026-08-23,,,,浙江珠城科技股份有限公司
688677,SSE,active,2026-08-23,,,,青岛海泰新光科技股份有限公司
301186,SZSE,active,2026-08-23,,,,南通超达装备股份有限公司
300008,SZSE,active,2026-08-23,,,,天海融合防务装备技术股份有限公司
688301,SSE,active,2026-08-23,,,,奕瑞电子科技集团股份有限公司
001230,SZSE,active,2026-08-23,,,,劲旅环境科技股份有限公司
688379,SSE,active,2026-08-23,,,,杭州华光焊接新材料股份有限公司
603045,SSE,active,2026-08-23,,,,福达新材料集团股份有限公司
605133,SSE,active,2026-08-23,,,,江苏嵘泰工业股份有限公司
300980,SZSE,active,2026-08-23,,,,湖北祥源新材科技股份有限公司
688065,SSE,active,2026-08-23,,,,上海凯赛生物技术股份有限公司
300433,SZSE,active,2026-08-23,,,,蓝思科技股份有限公司
300888,SZSE,active,2026-08-23,,,,稳健医疗用品股份有限公司
603817,SSE,active,2026-08-23,,,,福建海峡环保集团股份有限公司
002939,SZSE,active,2026-08-23,,,,长城证券股份有限公司
600237,SSE,active,2026-08-23,,,,安徽铜峰电子股份有限公司
002239,SZSE,active,2026-08-23,,,,奥特佳新能源科技集团股份有限公司
002523,SZSE,active,2026-08-23,,,,株洲天桥起重机股份有限公司
002948,SZSE,active,2026-08-23,,,,青岛银行股份有限公司
600378,SSE,active,2026-08-23,,,,昊华化工科技集团股份有限公司
000887,SZSE,active,2026-08-23,,,,安徽中鼎密封件股份有限公司
601808,SSE,active,2026-08-23,,,,中海油田服务股份有限公司
002945,SZSE,active,2026-08-23,,,,华林证券股份有限公司
300771,SZSE,active,2026-08-23,,,,深圳市智莱科技股份有限公司
002074,SZSE,active,2026-08-23,,,,国轩高科股份有限公司
600360,SSE,active,2026-08-23,,,,吉林华微电子股份有限公司
603311,SSE,active,2026-08-23,,,,浙江金海高科股份有限公司
002278,SZSE,active,2026-08-23,,,,上海神开石油化工装备股份有限公司
601311,SSE,active,2026-08-23,,,,骆驼集团股份有限公司
603171,SSE,active,2026-08-23,,,,税友软件集团股份有限公司
688309,SSE,active,2026-08-23,,,,济南恒誉环保科技股份有限公司
601211,SSE,active,2026-08-23,,,,国泰海通证券股份有限公司
688798,SSE,active,2026-08-23,,,,上海艾为电子技术股份有限公司
300953,SZSE,active,2026-08-23,,,,宁波震裕科技股份有限公司
003019,SZSE,active,2026-08-23,,,,宸展光电(厦门)股份有限公司
300019,SZSE,active,2026-08-23,,,,成都硅宝科技股份有限公司
301379,SZSE,active,2026-08-23,,,,广西天山电子股份有限公司
600577,SSE,active,2026-08-23,,,,铜陵精达特种电磁线股份有限公司
603338,SSE,active,2026-08-23,,,,浙江鼎力机械股份有限公司
002884,SZSE,active,2026-08-23,,,,广东凌霄泵业股份有限公司
000999,SZSE,active,2026-08-23,,,,华润三九医药股份有限公司
600176,SSE,active,2026-08-23,,,,中国巨石股份有限公司
300910,SZSE,active,2026-08-23,,,,新乡市瑞丰新材料股份有限公司
600711,SSE,active,2026-08-23,,,,盛屯矿业集团股份有限公司
605183,SSE,active,2026-08-23,,,,确成硅化学股份有限公司
300634,SZSE,active,2026-08-23,,,,彩讯科技股份有限公司
603811,SSE,active,2026-08-23,,,,浙江诚意药业股份有限公司
300705,SZSE,active,2026-08-23,,,,湖南九典制药股份有限公司
002128,SZSE,active,2026-08-23,,,,内蒙古电投能源股份有限公司
002959,SZSE,active,2026-08-23,,,,小熊电器股份有限公司
600900,SSE,active,2026-08-23,,,,中国长江电力股份有限公司
600690,SSE,active,2026-08-23,,,,海尔智家股份有限公司
600480,SSE,active,2026-08-23,,,,凌云工业股份有限公司
688183,SSE,active,2026-08-23,,,,生益电子股份有限公司
603505,SSE,active,2026-08-23,,,,金石资源集团股份有限公司
002371,SZSE,active,2026-08-23,,,,北方华创科技集团股份有限公司
300870,SZSE,active,2026-08-23,,,,深圳欧陆通电子股份有限公司
688480,SSE,active,2026-08-23,,,,赛恩斯环保股份有限公司
600487,SSE,active,2026-08-23,,,,江苏亨通光电股份有限公司
605155,SSE,active,2026-08-23,,,,浙江西大门新材料股份有限公司
603039,SSE,active,2026-08-23,,,,泛微网络科技股份有限公司
002107,SZSE,active,2026-08-23,,,,山东沃华医药科技股份有限公司
300491,SZSE,active,2026-08-23,,,,石家庄通合电子科技股份有限公司
301080,SZSE,active,2026-08-23,,,,北京百普赛斯生物科技股份有限公司
603876,SSE,active,2026-08-23,,,,江苏鼎胜新能源材料股份有限公司
002166,SZSE,active,2026-08-23,,,,桂林莱茵生物科技股份有限公司
605258,SSE,active,2026-08-23,,,,江苏协和电子股份有限公司
002772,SZSE,active,2026-08-23,,,,天水众兴菌业科技股份有限公司
600356,SSE,active,2026-08-23,,,,牡丹江恒丰纸业股份有限公司
600580,SSE,active,2026-08-23,,,,卧龙电气驱动集团股份有限公司
002083,SZSE,active,2026-08-23,,,,孚日集团股份有限公司
000833,SZSE,active,2026-08-23,,,,广西粤桂广业控股股份有限公司
600351,SSE,active,2026-08-23,,,,亚宝药业集团股份有限公司
600575,SSE,active,2026-08-23,,,,淮河能源(集团)股份有限公司
002008,SZSE,active,2026-08-23,,,,大族激光科技产业集团股份有限公司
002318,SZSE,active,2026-08-23,,,,浙江久立特材科技股份有限公司
601100,SSE,active,2026-08-23,,,,江苏恒立液压股份有限公司
300012,SZSE,active,2026-08-23,,,,华测检测认证集团股份有限公司
603650,SSE,active,2026-08-23,,,,彤程新材料集团股份有限公司
300596,SZSE,active,2026-08-23,,,,天津利安隆新材料股份有限公司
603889,SSE,active,2026-08-23,,,,浙江新澳纺织股份有限公司
688016,SSE,active,2026-08-23,,,,上海微创心脉医疗科技(集团)股份有限公司
002831,SZSE,active,2026-08-23,,,,深圳市裕同包装科技股份有限公司
600312,SSE,active,2026-08-23,,,,河南平高电气股份有限公司
688566,SSE,active,2026-08-23,,,,江苏吉贝尔药业股份有限公司
001219,SZSE,active,2026-08-23,,,,青岛食品股份有限公司
688676,SSE,active,2026-08-23,,,,海南金盘智能科技股份有限公司
603298,SSE,active,2026-08-23,,,,杭叉集团股份有限公司
600769,SSE,active,2026-08-23,,,,武汉祥龙电业股份有限公司
301289,SZSE,active,2026-08-23,,,,上海国缆检测股份有限公司
002287,SZSE,active,2026-08-23,,,,西藏奇正藏药股份有限公司
603885,SSE,active,2026-08-23,,,,上海吉祥航空股份有限公司
600323,SSE,active,2026-08-23,,,,瀚蓝环境股份有限公司
300881,SZSE,active,2026-08-23,,,,盛德鑫泰新材料股份有限公司
003021,SZSE,active,2026-08-23,,,,深圳市兆威机电股份有限公司
600980,SSE,active,2026-08-23,,,,北矿科技股份有限公司
603416,SSE,active,2026-08-23,,,,无锡信捷电气股份有限公司
002825,SZSE,active,2026-08-23,,,,上海纳尔实业股份有限公司
301361,SZSE,active,2026-08-23,,,,郑州众智科技股份有限公司
688129,SSE,active,2026-08-23,,,,东来涂料技术(上海)股份有限公司
300932,SZSE,active,2026-08-23,,,,三友联众集团股份有限公司
601319,SSE,active,2026-08-23,,,,中国人民保险集团股份有限公司
600009,SSE,active,2026-08-23,,,,上海国际机场股份有限公司
300827,SZSE,active,2026-08-23,,,,上能电气股份有限公司
601179,SSE,active,2026-08-23,,,,中国西电电气股份有限公司
002612,SZSE,active,2026-08-23,,,,朗姿股份有限公司
603083,SSE,active,2026-08-23,,,,上海剑桥科技股份有限公司
600382,SSE,active,2026-08-23,,,,广东明珠集团股份有限公司
002204,SZSE,active,2026-08-23,,,,大连华锐重工集团股份有限公司
002885,SZSE,active,2026-08-23,,,,深圳市京泉华科技股份有限公司
600621,SSE,active,2026-08-23,,,,上海华鑫股份有限公司
301129,SZSE,active,2026-08-23,,,,瑞纳智能设备股份有限公司
600030,SSE,active,2026-08-23,,,,中信证券股份有限公司
600353,SSE,active,2026-08-23,,,,成都旭光电子股份有限公司
601995,SSE,active,2026-08-23,,,,中国国际金融股份有限公司
002406,SZSE,active,2026-08-23,,,,许昌远东传动轴股份有限公司
301087,SZSE,active,2026-08-23,,,,可孚医疗科技股份有限公司
688667,SSE,active,2026-08-23,,,,武汉菱电汽车电控系统股份有限公司
688778,SSE,active,2026-08-23,,,,厦门厦钨新能源材料股份有限公司
601339,SSE,active,2026-08-23,,,,百隆东方股份有限公司
000166,SZSE,active,2026-08-23,,,,申万宏源集团股份有限公司
601456,SSE,active,2026-08-23,,,,国联民生证券股份有限公司
688182,SSE,active,2026-08-23,,,,江苏灿勤科技股份有限公司
688665,SSE,active,2026-08-23,,,,四方光电股份有限公司
688029,SSE,active,2026-08-23,,,,南微医学科技股份有限公司
603508,SSE,active,2026-08-23,,,,河南思维自动化设备股份有限公司
603328,SSE,active,2026-08-23,,,,广东依顿电子科技股份有限公司
301028,SZSE,active,2026-08-23,,,,厦门鼎熔岩科技股份有限公司
301299,SZSE,active,2026-08-23,,,,山东卓创资讯股份有限公司
603235,SSE,active,2026-08-23,,,,江西天新药业股份有限公司
603170,SSE,active,2026-08-23,,,,上海宝立食品科技股份有限公司
603920,SSE,active,2026-08-23,,,,广东世运电路科技股份有限公司
002003,SZSE,active,2026-08-23,,,,浙江伟星实业发展股份有限公司
600809,SSE,active,2026-08-23,,,,山西杏花村汾酒厂股份有限公司
001216,SZSE,active,2026-08-23,,,,湖南华联瓷业股份有限公司
603529,SSE,active,2026-08-23,,,,爱玛科技集团股份有限公司
003000,SZSE,active,2026-08-23,,,,劲仔食品集团股份有限公司
601156,SSE,active,2026-08-23,,,,东方航空物流股份有限公司
002871,SZSE,active,2026-08-23,,,,青岛伟隆阀门股份有限公司
600285,SSE,active,2026-08-23,,,,河南羚锐制药股份有限公司
605338,SSE,active,2026-08-23,,,,中饮巴比食品股份有限公司
002648,SZSE,active,2026-08-23,,,,卫星化学股份有限公司
688179,SSE,active,2026-08-23,,,,上海阿拉丁生化科技股份有限公司
688698,SSE,active,2026-08-23,,,,苏州伟创电气科技股份有限公司
300698,SZSE,active,2026-08-23,,,,万马科技股份有限公司
601702,SSE,active,2026-08-23,,,,上海华峰铝业股份有限公司
600377,SSE,active,2026-08-23,,,,江苏宁沪高速公路股份有限公司
601919,SSE,active,2026-08-23,,,,中远海运控股股份有限公司
688112,SSE,active,2026-08-23,,,,深圳市鼎阳科技股份有限公司
603605,SSE,active,2026-08-23,,,,珀莱雅化妆品股份有限公司
600699,SSE,active,2026-08-23,,,,宁波均胜电子股份有限公司
002734,SZSE,active,2026-08-23,,,,利民控股集团股份有限公司
603816,SSE,active,2026-08-23,,,,顾家家居股份有限公司
300228,SZSE,active,2026-08-23,,,,张家港富瑞特种装备股份有限公司
300206,SZSE,active,2026-08-23,,,,深圳市理邦精密仪器股份有限公司
603659,SSE,active,2026-08-23,,,,上海璞泰来新能源科技集团股份有限公司
002034,SZSE,active,2026-08-23,,,,旺能环境股份有限公司
002532,SZSE,active,2026-08-23,,,,天山铝业集团股份有限公司
002085,SZSE,active,2026-08-23,,,,浙江万丰奥威汽轮股份有限公司
000551,SZSE,active,2026-08-23,,,,创元科技股份有限公司
600887,SSE,active,2026-08-23,,,,内蒙古伊利实业集团股份有限公司
688103,SSE,active,2026-08-23,,,,昆山国力电子科技股份有限公司
301389,SZSE,active,2026-08-23,,,,隆扬电子(昆山)股份有限公司
002972,SZSE,active,2026-08-23,,,,深圳科安达电子科技股份有限公司
688588,SSE,active,2026-08-23,,,,苏州工业园区凌志软件股份有限公司
688981,SSE,active,2026-08-23,,,,中芯国际集成电路制造有限公司
300967,SZSE,active,2026-08-23,,,,宁夏晓鸣农牧股份有限公司
002560,SZSE,active,2026-08-23,,,,河南通达电缆股份有限公司
002111,SZSE,active,2026-08-23,,,,威海广泰空港设备股份有限公司
002824,SZSE,active,2026-08-23,,,,广东和胜工业铝材股份有限公司
300802,SZSE,active,2026-08-23,,,,上海矩子科技股份有限公司
002625,SZSE,active,2026-08-23,,,,光启技术股份有限公司
002637,SZSE,active,2026-08-23,,,,赞宇科技集团股份有限公司
600143,SSE,active,2026-08-23,,,,金发科技股份有限公司
000636,SZSE,active,2026-08-23,,,,广东风华高新科技股份有限公司
603890,SSE,active,2026-08-23,,,,苏州春秋电子科技股份有限公司
300708,SZSE,active,2026-08-23,,,,聚灿光电科技股份有限公司
001206,SZSE,active,2026-08-23,,,,天津市依依卫生用品股份有限公司
605080,SSE,active,2026-08-23,,,,浙江大自然户外用品股份有限公司
003008,SZSE,active,2026-08-23,,,,许昌开普检测研究院股份有限公司
600216,SSE,active,2026-08-23,,,,浙江医药股份有限公司
300218,SZSE,active,2026-08-23,,,,安徽安利材料科技股份有限公司
300401,SZSE,active,2026-08-23,,,,浙江花园生物医药股份有限公司
603726,SSE,active,2026-08-23,,,,浙江朗迪集团股份有限公司
300787,SZSE,active,2026-08-23,,,,安福县海能实业股份有限公司
300960,SZSE,active,2026-08-23,,,,深圳通业科技股份有限公司
002996,SZSE,active,2026-08-23,,,,重庆顺博铝合金股份有限公司
002617,SZSE,active,2026-08-23,,,,露笑科技股份有限公司
002286,SZSE,active,2026-08-23,,,,保龄宝生物股份有限公司
601607,SSE,active,2026-08-23,,,,上海医药集团股份有限公司
603663,SSE,active,2026-08-23,,,,三祥新材股份有限公司
603160,SSE,active,2026-08-23,,,,深圳市汇顶科技股份有限公司
603320,SSE,active,2026-08-23,,,,浙江迪贝电气股份有限公司
600573,SSE,active,2026-08-23,,,,福建省燕京惠泉啤酒股份有限公司
300816,SZSE,active,2026-08-23,,,,安徽艾可蓝环保股份有限公司
301032,SZSE,active,2026-08-23,,,,浙江新柴股份有限公司
002826,SZSE,active,2026-08-23,,,,西藏易明西雅医药科技股份有限公司
300867,SZSE,active,2026-08-23,,,,圣元环保股份有限公司
688169,SSE,active,2026-08-23,,,,北京石头世纪科技股份有限公司
003006,SZSE,active,2026-08-23,,,,重庆百亚卫生用品股份有限公司
603360,SSE,active,2026-08-23,,,,大连百傲化学股份有限公司
688050,SSE,active,2026-08-23,,,,爱博诺德(北京)医疗科技股份有限公司
603179,SSE,active,2026-08-23,,,,江苏新泉汽车饰件股份有限公司
605088,SSE,active,2026-08-23,,,,温州市冠盛汽车零部件集团股份有限公司
603600,SSE,active,2026-08-23,,,,永艺家具股份有限公司
300400,SZSE,active,2026-08-23,,,,深圳市劲拓自动化设备股份有限公司
301004,SZSE,active,2026-08-23,,,,浙江嘉益保温科技股份有限公司
688621,SSE,active,2026-08-23,,,,北京阳光诺和药物研究股份有限公司
688187,SSE,active,2026-08-23,,,,株洲中车时代电气股份有限公司
603112,SSE,active,2026-08-23,,,,山西华翔集团股份有限公司
603788,SSE,active,2026-08-23,,,,宁波高发汽车控制系统股份有限公司
603706,SSE,active,2026-08-23,,,,新疆东方环宇燃气股份有限公司
601872,SSE,active,2026-08-23,,,,招商局能源运输股份有限公司
688683,SSE,active,2026-08-23,,,,广东莱尔新材料科技股份有限公司
301316,SZSE,active,2026-08-23,,,,慧博云通科技股份有限公司
000962,SZSE,active,2026-08-23,,,,宁夏东方钽业股份有限公司
603211,SSE,active,2026-08-23,,,,晋拓科技股份有限公司
688332,SSE,active,2026-08-23,,,,深圳市中科蓝讯科技股份有限公司
301158,SZSE,active,2026-08-23,,,,德州联合石油科技股份有限公司
001231,SZSE,active,2026-08-23,,,,农心作物科技股份有限公司
300984,SZSE,active,2026-08-23,,,,浙江金沃精工股份有限公司
603656,SSE,active,2026-08-23,,,,合肥泰禾智能科技集团股份有限公司
600526,SSE,active,2026-08-23,,,,浙江菲达环保科技股份有限公司
000886,SZSE,active,2026-08-23,,,,海南高速公路股份有限公司
688325,SSE,active,2026-08-23,,,,广东赛微微电子股份有限公司
688143,SSE,active,2026-08-23,,,,武汉长盈通光电技术股份有限公司
600830,SSE,active,2026-08-23,,,,香溢融通控股集团股份有限公司
301190,SZSE,active,2026-08-23,,,,九江善水科技股份有限公司
300444,SZSE,active,2026-08-23,,,,北京双杰电气股份有限公司
002185,SZSE,active,2026-08-23,,,,天水华天科技股份有限公司
688689,SSE,active,2026-08-23,,,,常州银河世纪微电子股份有限公司
300184,SZSE,active,2026-08-23,,,,武汉力源信息技术股份有限公司
601226,SSE,active,2026-08-23,,,,华电科工股份有限公司
300618,SZSE,active,2026-08-23,,,,南京寒锐钴业股份有限公司
002230,SZSE,active,2026-08-23,,,,科大讯飞股份有限公司
000725,SZSE,active,2026-08-23,,,,京东方科技集团股份有限公司
300748,SZSE,active,2026-08-23,,,,江西金力永磁科技股份有限公司
300829,SZSE,active,2026-08-23,,,,河南金丹乳酸科技股份有限公司
300701,SZSE,active,2026-08-23,,,,森霸传感科技股份有限公司
300971,SZSE,active,2026-08-23,,,,襄阳博亚精工装备股份有限公司
300046,SZSE,active,2026-08-23,,,,湖北台基半导体股份有限公司
601377,SSE,active,2026-08-23,,,,兴业证券股份有限公司
000157,SZSE,active,2026-08-23,,,,中联重科股份有限公司
600233,SSE,active,2026-08-23,,,,圆通速递股份有限公司
688533,SSE,active,2026-08-23,,,,苏州上声电子股份有限公司
300470,SZSE,active,2026-08-23,,,,中密控股股份有限公司
300037,SZSE,active,2026-08-23,,,,深圳新宙邦科技股份有限公司
300815,SZSE,active,2026-08-23,,,,玉禾田环境发展集团股份有限公司
688475,SSE,active,2026-08-23,,,,杭州萤石网络股份有限公司
688786,SSE,active,2026-08-23,,,,江西悦安新材料股份有限公司
002773,SZSE,active,2026-08-23,,,,成都康弘药业集团股份有限公司
605507,SSE,active,2026-08-23,,,,国邦医药集团股份有限公司
000425,SZSE,active,2026-08-23,,,,徐工集团工程机械股份有限公司
000338,SZSE,active,2026-08-23,,,,潍柴动力股份有限公司
000963,SZSE,active,2026-08-23,,,,华东医药股份有限公司
688213,SSE,active,2026-08-23,,,,思特威(上海)电子科技股份有限公司
002655,SZSE,active,2026-08-23,,,,共达电声股份有限公司
002533,SZSE,active,2026-08-23,,,,金杯电工股份有限公司
688768,SSE,active,2026-08-23,,,,安徽容知日新科技股份有限公司
600875,SSE,active,2026-08-23,,,,东方电气股份有限公司
601633,SSE,active,2026-08-23,,,,长城汽车股份有限公司
601177,SSE,active,2026-08-23,,,,杭州前进齿轮箱集团股份有限公司
300797,SZSE,active,2026-08-23,,,,钢研纳克检测技术股份有限公司
688219,SSE,active,2026-08-23,,,,会通新材料股份有限公司
600219,SSE,active,2026-08-23,,,,山东南山铝业股份有限公司
300136,SZSE,active,2026-08-23,,,,深圳市信维通信股份有限公司
603351,SSE,active,2026-08-23,,,,南京威尔药业集团股份有限公司
603063,SSE,active,2026-08-23,,,,深圳市禾望电气股份有限公司
